Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered: Only relevent to dual task,Correct on Abacus: only relevent to dual task,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial,Expertise level: ranges from 0 (none) to 2(has used abacus)
1,4,540,3,6,1,2.18,0,0,3,332,1,leading/trailing,0
1,4,20,2,5,1,3.54,0,0,2,332,1,leading/trailing,0
1,1,165,2,3,1,3.1,0,0,3,332,1,IN/Out,0
0,4,490,3,1,1,3.3,0,0,3,332,1,leading/trailing,0
1,1,623,3,4,1,1.11,0,0,3,332,1,IN/Out,0
1,1,3,2,5,1,1.83,0,0,2,332,1,IN/Out,0
0,3,8,1,1,1,1.71,0,0,2,332,1,leading/trailing,0
0,1,45,2,2,1,1.66,0,0,2,332,1,IN/Out,0
1,4,610,3,7,1,5.15,0,0,3,332,1,leading/trailing,0
1,2,45,2,5,1,1.2,0,0,2,332,1,IN/Out,0
1,2,385,3,5,1,1.19,0,0,3,332,1,IN/Out,0
1,1,95,1,4,1,0.866,0,0,2,332,1,IN/Out,0
0,1,772,2,2,1,2.76,0,0,3,332,1,IN/Out,0
1,4,580,3,5,1,1.32,0,0,3,332,1,leading/trailing,0
0,4,90,2,1,1,1.53,0,0,2,332,1,leading/trailing,0
0,1,67,2,2,1,0.847,0,0,2,332,1,IN/Out,0
1,2,801,2,7,1,2.54,0,0,3,332,1,IN/Out,0
1,4,960,3,4,1,1.14,0,0,3,332,1,leading/trailing,0
1,4,80,2,7,1,2.46,0,0,2,332,1,leading/trailing,0
1,2,327,1,7,1,1.53,0,0,3,332,1,IN/Out,0
1,4,70,2,4,1,0.829,0,0,2,332,1,leading/trailing,0
0,2,31,1,1,1,0.969,0,0,2,332,1,IN/Out,0
0,2,627,2,1,1,0.695,0,0,3,332,1,IN/Out,0
1,1,54,2,5,1,1.77,0,0,2,332,1,IN/Out,0
1,3,3,1,4,1,1.16,0,0,2,332,1,leading/trailing,0
1,4,90,2,6,1,2.9,0,0,2,332,1,leading/trailing,0
1,2,789,1,7,1,3.16,0,0,3,332,1,IN/Out,0
1,1,92,2,3,1,1.01,0,0,2,332,1,IN/Out,0
1,4,930,3,4,1,0.955,0,0,3,332,1,leading/trailing,0
1,3,4,1,7,1,2.86,0,0,2,332,1,leading/trailing,0
1,2,422,3,7,1,2.16,0,0,3,333,1,IN/Out,1
1,1,26,1,4,1,0.693,0,0,2,333,1,IN/Out,1
0,2,5,1,1,0,0.826,0,0,2,333,1,IN/Out,1
1,3,91,1,7,1,1.28,0,0,3,333,1,leading/trailing,1
1,2,7,1,5,1,0.832,0,0,2,333,1,IN/Out,1
1,3,2,1,6,1,0.686,0,0,2,333,1,leading/trailing,1
0,4,130,3,1,1,0.738,0,0,3,333,1,leading/trailing,1
1,3,2,1,6,1,0.891,0,0,2,333,1,leading/trailing,1
1,3,8,1,7,1,0.804,0,0,2,333,1,leading/trailing,1
1,1,392,3,4,1,0.658,0,0,3,333,1,IN/Out,1
1,4,740,3,7,1,1.24,0,0,3,333,1,leading/trailing,1
1,4,50,2,4,1,0.695,0,0,2,333,1,leading/trailing,1
1,2,72,1,7,1,0.786,0,0,2,333,1,IN/Out,1
1,2,65,2,7,1,1.51,0,0,2,333,1,IN/Out,1
1,4,60,2,7,1,0.838,0,0,2,333,1,leading/trailing,1
1,2,33,2,7,1,1.08,0,0,2,333,1,IN/Out,1
0,3,2,1,1,1,0.906,0,0,2,333,1,leading/trailing,1
1,2,40,2,6,1,0.764,0,0,2,333,1,IN/Out,1
1,3,3,1,7,1,0.909,0,0,2,333,1,leading/trailing,1
1,1,29,2,4,1,0.841,0,0,3,333,1,IN/Out,1
0,4,320,3,1,1,0.942,0,0,3,333,1,leading/trailing,1
1,1,80,1,4,1,0.779,0,0,2,333,1,IN/Out,1
1,4,710,3,6,1,0.586,0,0,3,333,1,leading/trailing,1
1,2,438,2,7,1,1.36,0,0,3,333,1,IN/Out,1
1,4,60,2,6,1,1.09,0,0,2,333,1,leading/trailing,1
1,4,710,3,6,1,0.784,0,0,3,333,1,leading/trailing,1
1,1,452,3,3,1,0.928,0,0,3,333,1,IN/Out,1
1,2,492,3,6,1,0.723,0,0,3,333,1,IN/Out,1
1,3,5,1,4,0,0.574,0,0,2,333,1,leading/trailing,1
1,1,310,2,3,1,0.68,0,0,3,333,1,IN/Out,1
1,1,27,1,3,1,0.676,0,0,2,333,1,IN/Out,1
0,4,80,2,1,1,0.81,0,0,2,333,1,leading/trailing,1
1,4,510,3,7,1,0.712,0,0,3,333,1,leading/trailing,1
0,4,80,2,1,1,0.877,0,0,2,333,1,leading/trailing,1
1,2,85,2,6,1,0.793,0,0,2,333,1,IN/Out,1
1,2,95,2,4,1,0.755,0,0,2,333,1,IN/Out,1
1,3,42,1,7,1,1.16,0,0,3,333,1,leading/trailing,1
1,4,50,2,7,1,0.9,0,0,2,333,1,leading/trailing,1
0,3,52,1,1,1,1.77,0,0,3,333,1,leading/trailing,1
1,2,867,2,7,1,1.16,0,0,3,333,1,IN/Out,1
1,3,33,1,4,1,0.649,0,0,3,333,1,leading/trailing,1
1,3,15,1,5,1,0.838,0,0,3,333,1,leading/trailing,1
0,1,79,2,2,1,1.2,0,0,2,333,1,IN/Out,1
1,3,1,1,5,1,0.814,0,0,2,333,1,leading/trailing,1
1,4,60,2,5,1,0.671,0,0,2,333,1,leading/trailing,1
1,3,44,1,4,0,0.932,0,0,3,333,1,leading/trailing,1
1,4,510,3,5,1,0.79,0,0,3,333,1,leading/trailing,1
1,2,137,1,6,1,1.07,0,0,3,333,1,IN/Out,1
0,1,35,2,2,1,1.08,0,0,2,333,1,IN/Out,1
1,4,190,3,6,1,1.16,0,0,3,333,1,leading/trailing,1
1,3,8,1,5,1,3.14,0,0,2,333,1,leading/trailing,1
1,1,91,1,3,1,0.847,0,0,2,333,1,IN/Out,1
1,1,215,2,3,1,0.589,0,0,3,333,1,IN/Out,1
0,1,865,2,2,1,0.804,0,0,3,333,1,IN/Out,1
1,4,570,3,6,1,0.788,0,0,3,333,1,leading/trailing,1
0,1,37,2,2,1,0.923,0,0,2,333,1,IN/Out,1
0,1,959,1,2,0,0.858,0,0,3,333,1,IN/Out,1
1,2,465,3,7,1,1.06,0,0,3,333,1,IN/Out,1
1,1,98,1,4,1,0.732,0,0,2,333,1,IN/Out,1
1,2,26,2,7,1,0.772,0,0,2,333,1,IN/Out,1
1,4,40,2,7,1,0.811,0,0,2,333,1,leading/trailing,1
1,1,6,2,3,1,0.738,0,0,2,333,1,IN/Out,1
1,2,548,1,5,1,1.26,0,0,3,333,1,IN/Out,1
0,3,47,1,1,1,0.913,0,0,3,333,1,leading/trailing,1
1,1,71,2,3,1,0.635,0,0,2,333,1,IN/Out,1
1,2,37,2,7,1,0.763,0,0,2,333,1,IN/Out,1
0,4,780,3,1,1,2.16,0,0,3,333,1,leading/trailing,1
1,2,53,2,7,1,0.783,0,0,2,333,1,IN/Out,1
1,4,70,2,7,1,0.639,0,0,2,333,1,leading/trailing,1
0,2,315,1,1,1,0.927,0,0,3,333,1,IN/Out,1
0,4,20,2,1,1,0.818,0,0,2,333,1,leading/trailing,1
1,3,59,1,6,1,1.37,0,0,3,333,1,leading/trailing,1
1,2,167,1,7,1,2.69,0,0,3,333,1,IN/Out,1
1,3,8,1,5,1,0.831,0,0,2,333,1,leading/trailing,1
1,4,60,2,5,1,0.661,0,0,2,333,1,leading/trailing,1
1,2,708,3,7,1,0.864,0,0,3,333,1,IN/Out,1
1,4,90,2,4,1,0.735,0,0,2,333,1,leading/trailing,1
1,1,509,3,5,1,0.967,0,0,3,333,1,IN/Out,1
1,4,210,3,6,1,0.767,0,0,3,333,1,leading/trailing,1
1,1,970,2,4,1,1.13,0,0,3,333,1,IN/Out,1
1,4,50,2,4,1,0.602,0,0,2,333,1,leading/trailing,1
1,2,91,2,5,1,0.746,0,0,2,333,1,IN/Out,1
1,1,73,2,3,1,0.731,0,0,2,333,1,IN/Out,1
0,3,4,1,1,1,1.37,0,0,2,333,1,leading/trailing,1
1,1,552,3,4,1,0.82,0,0,3,333,1,IN/Out,1
1,3,14,1,6,1,0.883,0,0,3,333,1,leading/trailing,1
0,3,4,1,1,1,0.791,0,0,2,333,1,leading/trailing,1
1,3,8,1,7,1,0.991,0,0,2,333,1,leading/trailing,1
0,2,29,1,1,1,1.05,0,0,2,333,1,IN/Out,1
1,1,564,2,3,1,0.658,0,0,3,333,1,IN/Out,1
1,1,58,2,5,1,0.788,0,0,2,333,1,IN/Out,1
1,3,7,1,7,1,0.917,0,0,2,333,1,leading/trailing,1
1,1,535,2,3,1,0.839,0,0,3,333,1,IN/Out,1
1,1,10,2,3,1,0.771,0,0,3,333,1,IN/Out,1
0,2,693,3,1,1,0.762,0,0,3,333,1,IN/Out,1
1,4,60,2,6,1,0.882,0,0,2,333,1,leading/trailing,1
1,4,870,3,6,1,1.19,0,0,3,333,1,leading/trailing,1
1,3,23,1,7,1,0.851,0,0,3,333,1,leading/trailing,1
1,2,681,1,6,1,0.806,0,0,3,333,1,IN/Out,1
0,1,834,1,2,1,1.3,0,0,3,333,1,IN/Out,1
1,1,9,2,4,1,1.34,0,0,2,333,1,IN/Out,1
1,4,490,3,5,1,0.958,0,0,3,333,1,leading/trailing,1
1,4,40,2,4,1,0.687,0,0,2,333,1,leading/trailing,1
0,3,6,1,1,1,1.9,0,0,2,333,1,leading/trailing,1
1,3,1,1,4,1,1.03,0,0,2,333,1,leading/trailing,1
0,2,360,3,1,1,1.01,0,0,3,333,1,IN/Out,1
0,1,454,2,2,1,0.876,0,0,3,333,1,IN/Out,1
1,3,3,1,6,1,1.26,0,0,2,333,1,leading/trailing,1
1,1,35,1,5,1,0.772,0,0,2,333,1,IN/Out,1
1,3,65,1,4,1,0.826,0,0,3,333,1,leading/trailing,1
1,3,52,1,7,1,0.927,0,0,3,333,1,leading/trailing,1
0,2,248,1,1,1,0.765,0,0,3,333,1,IN/Out,1
1,1,59,2,6,1,0.74,0,0,2,333,1,IN/Out,1
0,2,60,2,1,1,1.06,0,0,2,333,1,IN/Out,1
1,1,988,1,5,1,0.913,0,0,3,333,1,IN/Out,1
0,3,56,1,1,1,0.945,0,0,3,333,1,leading/trailing,1
0,4,90,2,1,1,1.27,0,0,2,333,1,leading/trailing,1
1,2,843,1,7,1,1.02,0,0,3,333,1,IN/Out,1
1,4,510,3,7,1,0.952,0,0,3,333,1,leading/trailing,1
1,2,12,2,6,1,0.715,0,0,2,333,1,IN/Out,1
0,2,93,2,1,1,1.01,0,0,2,333,1,IN/Out,1
1,3,79,1,4,1,0.815,0,0,3,333,1,leading/trailing,1
1,4,550,3,4,1,0.853,0,0,3,333,1,leading/trailing,1
1,3,43,1,4,1,0.672,0,0,3,333,1,leading/trailing,1
0,3,15,1,1,0,0.89,0,0,3,333,1,leading/trailing,1
0,4,260,3,1,1,1.06,0,0,3,333,1,leading/trailing,1
0,1,66,2,2,1,0.8,0,0,2,333,1,IN/Out,1
1,2,162,2,7,1,0.998,0,0,3,333,1,IN/Out,1
1,3,42,1,6,1,3.89,0,0,3,334,1,leading/trailing,0
1,3,51,1,4,1,1.81,0,0,3,334,1,leading/trailing,0
1,4,340,3,6,1,2.27,0,0,3,334,1,leading/trailing,0
0,2,298,1,1,1,1.14,0,0,3,334,1,IN/Out,0
1,4,820,3,6,1,1.26,0,0,3,334,1,leading/trailing,0
0,4,320,3,1,1,1.43,0,0,3,334,1,leading/trailing,0
1,1,344,2,6,1,1.25,0,0,3,334,1,IN/Out,0
0,1,881,1,2,1,1,0,0,3,334,1,IN/Out,0
1,1,60,1,3,1,1.06,0,0,2,334,1,IN/Out,0
1,1,28,1,4,1,1.08,0,0,2,334,1,IN/Out,0
0,1,367,3,2,1,1.5,0,0,3,334,1,IN/Out,0
1,4,510,3,6,1,1.29,0,0,3,334,1,leading/trailing,0
1,4,690,3,6,1,3.44,0,0,3,334,1,leading/trailing,0
0,3,49,1,1,1,2.4,0,0,3,334,1,leading/trailing,0
1,3,1,1,5,1,1.96,0,0,2,334,1,leading/trailing,0
1,1,8,2,3,1,2.95,0,0,2,334,1,IN/Out,0
1,3,5,1,6,1,1.15,0,0,2,334,1,leading/trailing,0
0,4,480,3,1,1,2.11,0,0,3,334,1,leading/trailing,0
0,3,8,1,1,1,3.72,0,0,2,334,1,leading/trailing,0
1,4,720,3,7,1,1.52,0,0,3,334,1,leading/trailing,0
1,1,86,1,5,1,1.74,0,0,2,334,1,IN/Out,0
1,4,80,2,5,1,1.17,0,0,2,334,1,leading/trailing,0
1,3,2,1,5,1,0.999,0,0,2,334,1,leading/trailing,0
1,4,10,2,4,1,1.52,0,0,2,334,1,leading/trailing,0
1,2,97,2,6,1,1.99,0,0,2,334,1,IN/Out,0
1,1,188,3,5,1,2.68,0,0,3,334,1,IN/Out,0
0,2,8,1,1,1,3.17,0,0,2,334,1,IN/Out,0
1,2,56,2,5,1,1.39,0,0,2,334,1,IN/Out,0
1,2,17,2,6,1,3.09,0,0,2,334,1,IN/Out,0
1,1,599,2,4,1,2.09,0,0,3,334,1,IN/Out,0
0,2,285,1,1,1,2.56,0,0,3,334,1,IN/Out,0
1,3,16,1,4,1,1.86,0,0,3,334,1,leading/trailing,0
0,1,363,2,2,1,1.63,0,0,3,334,1,IN/Out,0
1,2,32,1,7,1,1.36,0,0,2,334,1,IN/Out,0
0,3,63,1,1,1,1.77,0,0,3,334,1,leading/trailing,0
1,2,858,2,6,1,1.32,0,0,3,334,1,IN/Out,0
1,1,70,1,4,1,1.84,0,0,2,334,1,IN/Out,0
1,2,829,1,7,1,1.84,0,0,3,334,1,IN/Out,0
1,2,961,2,7,1,1.96,0,0,3,334,1,IN/Out,0
1,3,8,1,6,1,1.41,0,0,2,334,1,leading/trailing,0
1,3,6,1,6,1,1.5,0,0,2,334,1,leading/trailing,0
0,4,480,3,1,1,1.06,0,0,3,334,1,leading/trailing,0
1,1,3,2,5,1,1.27,0,0,2,334,1,IN/Out,0
1,2,60,1,5,1,1.89,0,0,2,334,1,IN/Out,0
0,3,2,1,1,1,2.02,0,0,2,334,1,leading/trailing,0
0,4,190,3,1,1,1.14,0,0,3,334,1,leading/trailing,0
0,3,6,1,1,1,1.97,0,0,2,334,1,leading/trailing,0
1,1,54,3,3,1,2.59,0,0,3,334,1,IN/Out,0
0,2,38,1,1,1,1.56,0,0,2,334,1,IN/Out,0
1,2,82,1,7,1,1.21,0,0,2,334,1,IN/Out,0
1,2,67,1,5,1,1.6,0,0,2,334,1,IN/Out,0
1,3,78,1,7,1,4.56,0,0,3,334,1,leading/trailing,0
1,1,245,1,4,1,1.79,0,0,3,334,1,IN/Out,0
1,1,753,3,4,1,1.58,0,0,3,334,1,IN/Out,0
1,3,24,1,6,1,1.83,0,0,3,334,1,leading/trailing,0
1,3,5,1,4,1,0.979,0,0,2,334,1,leading/trailing,0
1,2,682,3,7,1,2.76,0,0,3,334,1,IN/Out,0
1,4,50,2,4,1,1.12,0,0,2,334,1,leading/trailing,0
1,2,873,2,7,1,2.02,0,0,3,334,1,IN/Out,0
1,3,1,1,5,1,1.6,0,0,2,334,1,leading/trailing,0
1,4,70,2,7,1,2.54,0,0,2,334,1,leading/trailing,0
1,2,164,1,6,1,2.72,0,0,3,334,1,IN/Out,0
1,4,10,2,5,1,1.26,0,0,2,334,1,leading/trailing,0
0,2,18,1,1,1,1.88,0,0,2,334,1,IN/Out,0
1,3,84,1,6,1,2.18,0,0,3,334,1,leading/trailing,0
0,4,80,2,1,1,1.74,0,0,2,334,1,leading/trailing,0
1,1,25,1,4,1,1.39,0,0,2,334,1,IN/Out,0
0,2,970,3,1,1,1.04,0,0,3,334,1,IN/Out,0
1,1,315,2,3,0,2.28,0,0,3,334,1,IN/Out,0
1,2,564,1,5,1,5.13,0,0,3,334,1,IN/Out,0
1,3,88,1,4,1,3.5,0,0,3,334,1,leading/trailing,0
0,1,63,1,2,1,1.43,0,0,2,334,1,IN/Out,0
1,3,82,1,7,1,1.69,0,0,3,334,1,leading/trailing,0
1,1,25,2,3,1,3.9,0,0,3,334,1,IN/Out,0
0,1,56,1,2,1,0.904,0,0,2,334,1,IN/Out,0
1,2,845,1,7,1,1.14,0,0,3,334,1,IN/Out,0
1,4,20,2,4,1,0.882,0,0,2,334,1,leading/trailing,0
1,4,50,2,7,1,1.65,0,0,2,334,1,leading/trailing,0
1,3,12,1,7,1,1.53,0,0,3,334,1,leading/trailing,0
1,1,53,2,3,1,2.61,0,0,2,334,1,IN/Out,0
1,4,90,2,4,1,1.53,0,0,2,334,1,leading/trailing,0
1,3,69,1,4,1,2.22,0,0,3,334,1,leading/trailing,0
1,4,90,2,4,1,1.25,0,0,2,334,1,leading/trailing,0
1,2,38,1,7,1,2.3,0,0,2,334,1,IN/Out,0
1,3,4,1,7,1,2.35,0,0,2,334,1,leading/trailing,0
1,4,60,2,4,1,0.996,0,0,2,334,1,leading/trailing,0
0,1,643,1,2,1,3.28,0,0,3,334,1,IN/Out,0
1,1,496,1,6,1,4.84,0,0,3,334,1,IN/Out,0
1,1,27,1,4,1,2.27,0,0,2,334,1,IN/Out,0
1,1,52,2,4,1,2.27,0,0,2,334,1,IN/Out,0
0,2,910,2,1,1,1.31,0,0,3,334,1,IN/Out,0
1,2,18,1,5,1,1.43,0,0,2,334,1,IN/Out,0
1,4,420,3,5,1,1.63,0,0,3,334,1,leading/trailing,0
1,4,970,3,7,1,1.08,0,0,3,334,1,leading/trailing,0
1,2,23,1,6,1,2.07,0,0,2,334,1,IN/Out,0
0,1,67,2,2,1,3.19,0,0,2,334,1,IN/Out,0
1,3,4,1,7,1,1.35,0,0,2,334,1,leading/trailing,0
0,4,70,2,1,0,1.4,0,0,2,334,1,leading/trailing,0
1,4,290,3,6,1,2.98,0,0,3,334,1,leading/trailing,0
1,2,576,1,4,1,1.34,0,0,3,334,1,IN/Out,0
1,4,180,3,6,1,2.16,0,0,3,334,1,leading/trailing,0
1,2,874,1,7,1,1.3,0,0,3,334,1,IN/Out,0
1,1,35,1,4,1,2.23,0,0,2,334,1,IN/Out,0
0,1,77,2,2,1,1.57,0,0,2,334,1,IN/Out,0
1,1,167,2,3,1,1.35,0,0,3,334,1,IN/Out,0
0,3,62,1,1,1,1.35,0,0,3,334,1,leading/trailing,0
1,3,2,1,4,1,1.48,0,0,2,334,1,leading/trailing,0
1,1,917,3,3,1,2.04,0,0,3,334,1,IN/Out,0
1,1,29,2,5,1,1.49,0,0,2,334,1,IN/Out,0
1,2,856,3,7,1,2.04,0,0,3,334,1,IN/Out,0
1,4,230,3,7,1,1.93,0,0,3,334,1,leading/trailing,0
1,2,22,1,7,1,1.62,0,0,2,334,1,IN/Out,0
1,3,8,1,7,1,4.13,0,0,2,334,1,leading/trailing,0
1,4,850,3,7,1,2.21,0,0,3,334,1,leading/trailing,0
1,2,38,1,7,1,2.34,0,0,2,334,1,IN/Out,0
0,4,50,2,1,1,1.41,0,0,2,334,1,leading/trailing,0
0,3,1,1,1,1,1.81,0,0,2,334,1,leading/trailing,0
1,2,481,2,7,1,1.53,0,0,3,334,1,IN/Out,0
1,1,142,2,6,1,2.45,0,0,3,334,1,IN/Out,0
1,4,80,2,4,1,1.28,0,0,2,334,1,leading/trailing,0
1,3,5,1,7,1,1.69,0,0,2,334,1,leading/trailing,0
1,3,22,1,4,1,0.994,0,0,3,334,1,leading/trailing,0
1,4,580,3,5,1,2.48,0,0,3,334,1,leading/trailing,0
1,3,49,1,7,1,2.31,0,0,3,334,1,leading/trailing,0
1,4,50,2,5,1,1.68,0,0,2,334,1,leading/trailing,0
0,4,60,2,1,1,1.28,0,0,2,334,1,leading/trailing,0
0,3,86,1,1,1,1.9,0,0,3,334,1,leading/trailing,0
0,2,47,1,1,1,1.25,0,0,2,334,1,IN/Out,0
1,1,9,2,3,1,2.65,0,0,2,335,1,IN/Out,1
0,2,165,1,1,1,2.13,0,0,3,335,1,IN/Out,1
1,3,7,1,4,1,1.08,0,0,2,335,1,leading/trailing,1
1,1,731,2,4,1,1.51,0,0,3,335,1,IN/Out,1
1,1,82,1,4,1,0.767,0,0,2,335,1,IN/Out,1
1,1,333,1,4,1,0.999,0,0,3,335,1,IN/Out,1
1,1,67,2,4,1,1.6,0,0,2,335,1,IN/Out,1
0,1,885,1,2,1,1.19,0,0,3,335,1,IN/Out,1
1,1,36,1,4,1,0.952,0,0,2,335,1,IN/Out,1
1,1,742,3,3,1,1.11,0,0,3,335,1,IN/Out,1
1,4,20,2,5,1,1.12,0,0,2,335,1,leading/trailing,1
0,2,93,2,1,1,1.54,0,0,2,335,1,IN/Out,1
1,3,49,1,6,1,1.09,0,0,3,335,1,leading/trailing,1
1,3,9,1,4,1,0.795,0,0,2,335,1,leading/trailing,1
0,4,930,3,1,1,1.33,0,0,3,335,1,leading/trailing,1
0,3,78,1,1,1,0.994,0,0,3,335,1,leading/trailing,1
1,4,50,2,4,1,1.11,0,0,2,335,1,leading/trailing,1
1,4,620,3,7,1,1.15,0,0,3,335,1,leading/trailing,1
0,1,95,1,2,1,1.48,0,0,2,335,1,IN/Out,1
1,1,436,2,4,1,1.33,0,0,3,335,1,IN/Out,1
0,2,21,2,1,1,1.44,0,0,2,335,1,IN/Out,1
1,2,450,2,7,1,1.04,0,0,3,335,1,IN/Out,1
0,1,56,2,2,1,1.13,0,0,2,335,1,IN/Out,1
1,1,759,3,6,1,0.955,0,0,3,335,1,IN/Out,1
1,2,273,2,7,1,0.932,0,0,3,335,1,IN/Out,1
1,2,996,3,7,1,0.79,0,0,3,335,1,IN/Out,1
1,3,78,1,5,1,1.01,0,0,3,335,1,leading/trailing,1
1,4,330,3,6,1,1.1,0,0,3,335,1,leading/trailing,1
0,4,520,3,1,1,1.56,0,0,3,335,1,leading/trailing,1
1,1,263,3,3,1,1.19,0,0,3,335,1,IN/Out,1
1,4,20,2,5,1,1.01,0,0,2,335,1,leading/trailing,1
1,4,50,2,5,1,0.844,0,0,2,335,1,leading/trailing,1
1,1,94,1,6,1,0.659,0,0,2,335,1,IN/Out,1
0,1,674,1,2,1,1.37,0,0,3,335,1,IN/Out,1
1,4,180,3,4,1,0.941,0,0,3,335,1,leading/trailing,1
1,2,39,1,7,1,1.92,0,0,2,335,1,IN/Out,1
1,2,64,1,5,1,0.637,0,0,2,335,1,IN/Out,1
1,2,11,2,6,1,1.8,0,0,2,335,1,IN/Out,1
1,4,370,3,6,1,0.957,0,0,3,335,1,leading/trailing,1
1,4,30,2,7,1,0.822,0,0,2,335,1,leading/trailing,1
1,3,99,1,5,1,0.818,0,0,3,335,1,leading/trailing,1
0,2,64,2,1,1,1.46,0,0,2,335,1,IN/Out,1
0,4,410,3,1,1,1.99,0,0,3,335,1,leading/trailing,1
1,2,316,3,7,1,1.37,0,0,3,335,1,IN/Out,1
1,3,1,1,4,1,0.947,0,0,2,335,1,leading/trailing,1
1,1,77,2,3,1,0.955,0,0,2,335,1,IN/Out,1
1,3,51,1,7,1,2.42,0,0,3,335,1,leading/trailing,1
1,2,83,1,7,1,0.828,0,0,2,335,1,IN/Out,1
1,3,35,1,5,1,0.687,0,0,3,335,1,leading/trailing,1
1,1,643,2,3,1,1.23,0,0,3,335,1,IN/Out,1
1,1,413,1,5,1,1.26,0,0,3,335,1,IN/Out,1
1,1,64,2,5,1,0.897,0,0,2,335,1,IN/Out,1
1,2,596,1,7,1,0.97,0,0,3,335,1,IN/Out,1
0,2,917,2,1,1,1.39,0,0,3,335,1,IN/Out,1
1,3,72,1,6,1,1.11,0,0,3,335,1,leading/trailing,1
1,2,59,1,4,1,1.23,0,0,2,335,1,IN/Out,1
1,3,61,1,5,1,0.713,0,0,3,335,1,leading/trailing,1
1,3,7,1,4,1,0.706,0,0,2,335,1,leading/trailing,1
1,1,745,2,4,1,0.998,0,0,3,335,1,IN/Out,1
0,3,3,1,1,0,1.12,0,0,2,335,1,leading/trailing,1
1,2,79,1,7,1,2.87,0,0,2,335,1,IN/Out,1
1,1,41,1,3,1,0.786,0,0,2,335,1,IN/Out,1
1,4,20,2,5,1,0.945,0,0,2,335,1,leading/trailing,1
1,3,68,1,6,1,0.65,0,0,3,335,1,leading/trailing,1
1,2,632,3,6,1,0.925,0,0,3,335,1,IN/Out,1
1,3,7,1,5,1,1.05,0,0,2,335,1,leading/trailing,1
1,2,250,1,6,1,0.712,0,0,3,335,1,IN/Out,1
1,4,10,2,4,1,0.699,0,0,2,335,1,leading/trailing,1
0,3,34,1,1,1,0.957,0,0,3,335,1,leading/trailing,1
1,1,701,1,4,1,0.519,0,0,3,335,1,IN/Out,1
1,2,144,1,5,1,0.621,0,0,3,335,1,IN/Out,1
1,1,165,2,3,1,1.02,0,0,3,335,1,IN/Out,1
0,3,5,1,1,1,0.857,0,0,2,335,1,leading/trailing,1
1,3,4,1,6,1,0.701,0,0,2,335,1,leading/trailing,1
1,3,72,1,7,1,1.19,0,0,3,335,1,leading/trailing,1
1,4,50,2,6,1,0.939,0,0,2,335,1,leading/trailing,1
1,4,50,2,6,1,1.03,0,0,2,335,1,leading/trailing,1
1,4,750,3,7,1,1.01,0,0,3,335,1,leading/trailing,1
1,4,980,3,5,1,1.41,0,0,3,335,1,leading/trailing,1
1,2,73,1,6,1,0.666,0,0,2,335,1,IN/Out,1
1,2,43,2,7,1,0.844,0,0,2,335,1,IN/Out,1
0,3,38,1,1,1,1.61,0,0,3,335,1,leading/trailing,1
1,3,7,1,6,1,0.78,0,0,2,335,1,leading/trailing,1
1,4,620,3,5,1,1.18,0,0,3,335,1,leading/trailing,1
1,4,270,3,6,1,1.29,0,0,3,335,1,leading/trailing,1
1,1,430,1,3,1,1.7,0,0,3,335,1,IN/Out,1
1,2,367,1,7,1,1.06,0,0,3,335,1,IN/Out,1
1,4,440,3,4,1,0.972,0,0,3,335,1,leading/trailing,1
0,4,20,2,1,1,1.1,0,0,2,335,1,leading/trailing,1
0,1,36,2,2,1,0.705,0,0,2,335,1,IN/Out,1
0,4,570,3,1,1,1.79,0,0,3,335,1,leading/trailing,1
1,1,42,2,3,1,0.72,0,0,2,335,1,IN/Out,1
1,1,1,2,3,1,1.28,0,0,2,335,1,IN/Out,1
0,2,628,2,1,1,0.94,0,0,3,335,1,IN/Out,1
1,2,65,1,6,1,1.19,0,0,2,335,1,IN/Out,1
1,2,686,1,6,1,0.768,0,0,3,335,1,IN/Out,1
0,3,2,1,1,1,0.776,0,0,2,335,1,leading/trailing,1
1,3,34,1,6,1,1.22,0,0,3,335,1,leading/trailing,1
0,3,5,1,1,1,0.834,0,0,2,335,1,leading/trailing,1
0,1,471,2,2,1,0.824,0,0,3,335,1,IN/Out,1
1,3,55,1,6,1,0.86,0,0,3,335,1,leading/trailing,1
0,2,990,3,1,1,1.19,0,0,3,335,1,IN/Out,1
0,1,895,2,2,1,0.748,0,0,3,335,1,IN/Out,1
0,3,63,1,1,1,0.674,0,0,3,335,1,leading/trailing,1
1,4,40,2,5,1,1.24,0,0,2,335,1,leading/trailing,1
1,2,836,3,7,1,1.3,0,0,3,335,1,IN/Out,1
1,3,17,1,6,1,0.738,0,0,3,335,1,leading/trailing,1
0,4,30,2,1,1,1.22,0,0,2,335,1,leading/trailing,1
1,2,16,1,5,1,1.25,0,0,2,335,1,IN/Out,1
